mem_no,mem_id,mem_sex,mem_age,mem_loc,mem_birth_ddi,mate_blood,pf_ins_yn,mbti_code,food_cat,concn
1515850,9aVz,m,37,c,5,4,y,ISFP,chinese,0.0
1516184,Ql0h,m,39,q,3,2,y,INFJ,western etc korean,0.0
1516213,ZBn1,m,35,b,7,2,y,ISFP,dessert japanese,0.0
1516234,MZGi,m,39,b,3,3,y,ISFP,chinese korean,0.0
1516291,zWcy,m,28,k,2,3,y,ISFP,western korean,0.0
1516300,X249,m,29,b,1,2,y,INFP,korean japanese,0.0
1516459,UOAE,m,39,c,3,1,y,ISFP,western chinese korean japanese,0.0
1516468,COwX,m,36,b,6,3,y,ESFJ,western korean dessert japanese,0.0
1516487,XjJi,m,36,i,6,3,y,ENTJ,western chinese dessert japanese,0.0
1516608,4kvj,m,39,b,3,3,y,ENTP,chinese korean japanese,0.0
1516767,929P,m,34,i,8,1,y,INFJ,western chinese korean japanese,0.0
1516820,pf5I,m,36,b,6,1,y,INFJ,western korean dessert japanese,1.0
1516829,pxhm,m,37,b,5,2,y,ISFP,western korean,1.0
1516872,dHY0,m,38,n,4,4,y,ESFJ,western korean japanese,0.0
1516938,wyG9,f,30,f,0,3,y,ISFP,korean japanese,0.0
1517073,Olbw,m,38,o,4,1,y,ISFJ,western korean japanese,0.0
1517086,Oe4i,m,39,b,3,3,y,INFP,western chinese korean,0.0
1517227,wdJd,f,36,q,6,3,y,INTJ,western korean japanese,1.0
1517363,ZtXZ,f,34,i,8,1,y,ESTJ,western korean japanese,0.0
1517544,wLPW,m,30,c,0,3,y,ESTJ,western korean,0.0
1517567,v2jY,m,37,i,5,1,y,INFP,korean japanese,0.0
1517671,EX4e,m,35,j,7,4,y,ISFP,dessert korean western chinese japanese,0.0
1517674,Dte3,m,36,g,6,2,y,ISFP,korean chinese dessert japanese,0.0
1517698,jiXU,f,36,k,6,3,y,ESFJ,western etc chinese,1.0
1517750,bIxQ,m,38,h,4,1,y,ESFP,korean western dessert japanese,0.0
1517770,Lyze,m,35,i,7,1,y,ISTP,western korean japanese,0.0
1517781,r9FJ,f,34,f,7,1,y,INFP,western chinese dessert japanese,0.0
1517825,EzrD,f,38,e,4,2,y,ISFP,western korean dessert japanese,0.0
1517951,FnDS,m,30,h,0,2,y,ENTP,western japanese,0.0
1517980,TI1F,m,38,d,4,3,y,ISFP,western chinese korean,1.0
1517987,8Hn2,f,21,i,9,3,y,INFP,western korean japanese,0.0
1518211,unRE,m,38,k,4,3,y,ISFP,korean japanese,0.0
1518254,HRXd,m,30,e,0,3,y,ESTP,western korean dessert japanese,1.0
1518343,PUD8,f,31,i,11,4,y,ISFP,dessert korean chinese etc japanese,0.0
1518361,WSw7,m,37,b,5,3,y,INFP,western korean japanese,0.0
1518367,8EPZ,m,37,i,5,3,y,INFP,western korean japanese,0.0
1518380,Su9a,m,36,a,6,3,y,ESFJ,korean,0.0
1518836,oWfd,m,24,c,6,2,y,INFP,chinese korean japanese,0.0
1518995,nmQK,m,29,k,1,1,y,INTJ,western korean dessert japanese,0.0
1519027,Ku51,m,36,b,6,2,y,ISFP,chinese,0.0
1519090,QrZW,m,34,i,8,2,y,ENFJ,western japanese,0.0
1519139,ngzd,m,34,j,8,1,y,INFP,korean,1.0
1519512,rz1u,f,38,d,4,3,y,ISFP,korean,0.0
1519531,IiZh,f,30,b,0,1,y,ESFJ,western chinese korean,0.0
1519599,t0MO,m,34,n,8,3,y,ISTP,chinese korean,0.0
1519650,lYv7,m,37,i,5,3,y,INFP,western chinese korean japanese,0.0
1519699,X08b,f,27,f,3,1,y,ISFP,western chinese japanese,1.0
1519801,b8yE,m,37,p,5,3,y,ESFJ,western korean japanese,0.0
1519829,Atxt,m,37,i,5,2,y,INFP,chinese korean japanese,0.0
1520031,QbJP,m,32,g,10,2,y,ISFP,korean japanese,0.0
1520099,3eMA,m,38,b,4,1,y,INFJ,western chinese korean,1.0
1520112,i8b0,f,28,d,2,3,y,ISTJ,korean chinese dessert japanese,0.0
1520135,ZYyV,m,38,k,4,3,y,INTP,western etc korean,0.0
1520156,8XqI,m,35,c,7,1,y,ISFP,western korean japanese,0.0
1520211,7aoj,m,36,b,6,2,y,ESFJ,western korean japanese,0.0
1520363,g2hd,m,35,n,7,3,y,ENTP,korean japanese,0.0
1520406,FprP,m,36,b,6,1,y,ENTP,western chinese korean japanese,0.0
1520480,EWM1,m,27,b,3,3,y,ISFJ,western etc dessert korean,0.0
1520484,XfJ4,m,36,i,6,1,y,ESFJ,western korean japanese,0.0
1520488,wDYv,f,36,k,6,1,y,INFJ,korean,0.0
1520515,jrrD,m,36,b,6,3,y,ISFJ,western etc korean,0.0
1520668,NJh3,f,37,b,5,1,y,ENFJ,western korean japanese,0.0
1520683,f2ki,f,37,i,5,3,y,INFP,western korean dessert japanese,0.0
1520776,IGlh,m,33,e,9,1,y,ISTJ,western japanese,0.0
1520784,dymN,m,34,g,8,4,y,INFP,western dessert japanese,1.0
1521059,sDFN,m,36,k,6,3,y,ENFJ,western korean japanese,0.0
1521078,znyH,f,31,b,11,2,y,ENFJ,western chinese korean japanese,0.0
1521210,GzJb,m,31,h,11,3,y,INFJ,western japanese,0.0
1521311,i4VF,m,34,i,8,4,y,INFP,chinese korean,0.0
1521374,gp0t,m,26,a,4,1,y,INFP,etc japanese,1.0
1521497,y0Q6,f,39,e,3,1,y,INFP,chinese korean,0.0
1521605,xxAQ,m,34,d,8,3,y,ENFJ,western chinese japanese,0.0
1521632,aeUm,m,25,e,5,1,y,INFP,western korean dessert,0.0
1521649,Wxbi,m,39,b,3,1,y,ENFP,western korean japanese,0.0
1521680,YfyM,m,37,k,5,2,y,ENFJ,dessert korean western etc japanese,0.0
1521765,lcQJ,m,32,i,10,3,y,ENFJ,western korean japanese,0.0
1521900,FgsN,f,23,i,7,2,y,ISTP,western korean japanese,0.0
1521960,QBWg,m,38,g,4,1,y,INFP,japanese,0.0
1521970,jig8,m,33,j,9,1,y,ISFJ,etc chinese korean japanese,0.0
1521977,quCc,m,34,b,8,2,y,ENFP,western dessert,0.0
1522046,fFGQ,f,28,q,2,4,y,ISFP,korean,0.0
1522164,vsNd,m,38,d,4,1,y,ISTP,western,1.0
1522229,r0wb,f,37,i,5,1,y,ISFJ,western korean japanese,0.0
1522268,3Ura,m,38,b,4,2,y,INTP,chinese korean japanese,0.0
1522318,mmkm,f,37,d,5,1,y,ISFP,korean japanese,0.0
1522323,IBv4,f,37,i,5,3,y,INTP,etc korean japanese,0.0
1522363,KwhZ,m,39,e,3,1,y,ISFP,western etc korean japanese,0.0
1522423,DBqx,f,34,p,8,3,y,ESFJ,korean japanese,0.0
1522455,DKe2,m,36,p,6,4,y,ISFP,western chinese korean japanese,0.0
1522517,odoB,m,35,b,7,2,y,INTJ,western etc korean japanese,0.0
1522551,GRD3,m,33,f,9,1,y,ISFJ,western korean japanese,0.0
1522797,TOtm,m,30,i,0,4,y,ESTJ,western chinese korean japanese,0.0
1522813,8Wtt,m,39,b,3,4,y,INFP,western korean,1.0
1522933,8LJL,m,39,o,3,2,y,INFJ,western korean,0.0
1523158,CTEu,m,37,l,5,1,y,ESFP,western korean japanese,0.0
1523208,C2gP,m,38,f,4,3,y,ENFJ,western chinese korean japanese,0.0
1523211,UC03,m,35,b,7,1,y,INFJ,western korean dessert japanese,1.0
1523502,OjfQ,m,34,c,8,1,y,INFP,western etc korean japanese,0.0
1523507,KXmd,f,33,g,9,3,y,ISFP,etc korean japanese,0.0
1523552,Q0qc,m,36,b,6,3,y,ESFJ,western chinese korean japanese,1.0
1523671,N3HB,m,35,b,7,3,y,ENTJ,western chinese korean japanese,0.0
1523700,i3AX,m,29,b,1,1,y,INFP,western korean japanese,0.0
1523738,TYHy,m,23,c,7,4,y,ENFP,korean chinese dessert,0.0
1523763,wwLy,m,39,c,3,1,y,ISFJ,western chinese dessert japanese,1.0
1523788,SBEK,m,39,n,3,1,y,ENTP,chinese korean japanese,0.0
1523796,wexF,f,37,b,5,2,y,ISFP,chinese korean japanese,0.0
1523858,dkqO,f,37,b,5,2,y,ENFP,western korean,0.0
1524164,cvGU,m,36,b,6,2,y,INFP,western,0.0
1524289,zsvS,m,32,b,10,1,y,ISFP,western chinese japanese,0.0
1524316,nu3Z,m,38,i,4,4,y,INFP,western korean japanese,1.0
1524323,Fvsg,m,38,d,4,2,y,ISFP,western etc korean japanese,0.0
1524369,vLHF,m,35,i,7,2,y,ISFJ,etc chinese,0.0
1524380,4S5U,m,37,d,5,1,y,INFP,western korean japanese,0.0
1524433,8eDI,m,37,b,5,1,y,ENFP,western korean japanese,1.0
1524497,06U6,m,39,b,3,4,y,ENFJ,western korean,0.0
1524513,tGCv,m,34,i,8,4,y,ISFJ,korean japanese,0.0
1524552,8lFd,m,28,b,2,2,y,ISFP,western korean dessert japanese,0.0
1524910,AwNI,m,37,b,5,2,y,INFJ,western etc korean japanese,0.0
1525012,a39r,m,36,f,6,1,y,ENFJ,western chinese korean japanese,0.0
1525098,AxBV,f,39,h,3,4,y,ISTP,korean,0.0
1525114,nVzK,m,39,b,3,1,y,INFJ,western etc korean japanese,1.0
1525118,NTMg,f,36,l,6,1,y,ENTJ,western chinese korean,0.0
1525262,6w8D,m,36,f,6,4,y,INFP,chinese korean,0.0
1525280,1EIs,f,35,h,7,3,y,ESFP,etc korean japanese,0.0
1525347,tn5d,m,32,p,10,1,y,INFP,western chinese korean japanese,0.0
1525585,9lzx,f,28,c,2,4,y,ISTP,korean,0.0
1525602,GEy7,m,34,c,8,3,y,ISTJ,western chinese korean japanese,0.0
1525633,lbf8,m,34,c,8,3,y,ENTP,western japanese,0.0
1525738,APz5,m,36,c,6,3,y,INFP,korean,1.0
1525788,BsPp,m,25,k,5,3,y,ENFP,western chinese korean japanese,0.0
1525803,ex7l,f,38,c,4,1,y,ISFP,western,0.0
1525857,qeZL,f,32,q,10,3,y,ISFP,western korean japanese,0.0
1525869,jPbX,m,34,d,8,4,y,ISFP,western chinese korean,0.0
1525917,RPy3,m,33,g,9,3,y,INFJ,korean,0.0
1525988,RqYZ,m,28,d,2,2,y,INTP,western korean,0.0
1526079,p30N,m,32,i,10,1,y,INFJ,western korean japanese,0.0
1526176,gWPG,m,36,k,6,2,y,INFJ,western korean japanese,0.0
1526195,YU5S,m,29,d,1,2,y,ISFP,dessert korean western etc japanese,0.0
1526272,Oaze,m,30,o,0,1,y,ISTJ,western korean dessert japanese,0.0
1526525,FkU7,m,36,b,6,3,y,ENFJ,etc chinese korean japanese,0.0
1526593,Jkgj,f,39,e,3,9,y,ISFP,western dessert japanese,0.0
1526676,frZD,m,33,j,9,1,y,ENTP,western chinese korean japanese,0.0
1526814,Ve4D,f,27,l,3,4,y,ENTP,western korean dessert japanese,0.0
1526865,xdaf,f,29,g,1,2,y,INFJ,western korean japanese,1.0
1526919,tZVS,m,39,d,3,1,y,ENFP,chinese korean japanese,0.0
1526938,YDf7,m,39,n,3,2,y,ISFP,chinese japanese,0.0
1526973,xdbs,m,39,g,3,3,y,INFJ,chinese korean japanese,0.0
1527013,yFwU,m,39,p,3,1,y,ISFJ,western korean japanese,0.0
1527143,9DgG,m,37,c,5,1,y,ISFP,korean dessert japanese,0.0
1527233,Ca5Y,m,39,b,3,1,y,INFP,western korean,0.0
1527250,PaCj,m,30,h,0,3,y,ISTP,western chinese korean japanese,0.0
1527298,gR15,m,32,a,10,3,y,ESFJ,western chinese korean,1.0
1527305,eJwb,m,34,b,8,3,y,ENTP,western korean japanese,0.0
1527377,ONdv,m,39,i,3,3,y,ENFP,korean,0.0
1527450,V1Bw,m,35,h,7,3,y,INTP,western korean dessert japanese,0.0
1527459,p5Zj,f,30,i,0,1,y,ISTJ,dessert korean western chinese japanese,0.0
1527522,xQSM,m,39,b,3,2,y,ESFP,western korean,0.0
1527523,2sYd,m,38,i,4,1,y,ESFJ,western etc korean japanese,0.0
1527527,RwGD,m,38,b,4,3,y,ISFJ,dessert korean western etc japanese,0.0
1527534,xtcv,m,34,h,8,3,y,INFP,western chinese korean japanese,0.0
1527627,a0EJ,f,37,b,5,1,y,ESFJ,western korean japanese,0.0
1527640,dZtk,m,39,b,3,1,y,ENFJ,western etc chinese korean,0.0
1527741,FqNv,m,33,h,9,1,y,ISFP,western korean dessert japanese,0.0
1527769,XLbU,m,34,h,8,3,y,INFJ,chinese korean japanese,0.0
1527910,f8U0,m,34,d,8,2,y,ISFJ,western chinese korean japanese,0.0
1528041,PREL,m,35,b,7,1,y,INFJ,western chinese korean japanese,0.0
1528103,Cu5P,f,34,o,8,1,y,ESFP,western korean japanese,0.0
1528123,3v0g,m,36,l,6,4,y,INTP,western japanese,0.0
1528155,q9Mh,m,33,l,9,1,y,INFJ,western korean japanese,0.0
1528211,kbXV,m,27,b,3,1,y,INFP,korean chinese dessert japanese,0.0
1528281,FnGv,m,33,b,9,1,y,INFJ,western korean japanese,0.0
1528618,Bi58,m,34,j,8,3,y,INFP,western korean japanese,0.0
1528637,Yrpx,m,31,i,11,2,y,INFP,chinese korean japanese,0.0
1528659,0e1U,m,38,n,4,3,y,ENFJ,chinese korean,0.0
1528672,4Ton,f,36,p,6,1,y,ESFP,western korean,0.0
1528689,tYUR,m,36,i,6,1,y,INFJ,japanese,0.0
1528691,lDdk,m,37,i,5,1,y,ISTP,etc korean japanese,0.0
1528741,ccuB,f,39,q,3,3,y,INFP,korean japanese,0.0
1528886,bxtl,m,38,j,4,1,y,INFJ,western korean japanese,0.0
1528995,X9Hg,m,33,e,9,2,y,ISFP,western etc korean japanese,0.0
1529212,elMM,m,34,p,8,2,y,INFP,japanese,0.0
1529348,52sA,m,34,b,8,3,y,INFJ,korean western chinese etc japanese,0.0
1529410,5xVT,m,33,o,9,1,y,INFP,western chinese dessert japanese,0.0
1529418,t6HM,f,39,b,3,3,y,ISTP,korean,0.0
1529516,bSXS,m,39,e,3,3,y,INFP,korean japanese,0.0
1529655,2SuV,m,35,b,7,1,y,ISFP,korean,0.0
1529676,ead7,m,35,b,7,4,y,INTP,western etc korean japanese,0.0
1529749,3MJY,m,39,d,3,3,y,ISFJ,korean japanese,0.0
1529763,BQJ7,f,33,n,9,1,y,ENFP,korean japanese,0.0
1529816,bbyN,m,37,d,5,1,y,INFP,western chinese korean japanese,1.0
1529860,qhG4,m,38,b,4,2,y,INFP,etc korean,0.0
1529947,wjQ8,m,36,o,6,3,y,ESFP,western chinese korean japanese,0.0
1530020,F3qQ,m,34,a,8,2,y,INFJ,western chinese korean japanese,0.0
1530023,Qx3B,m,36,l,6,4,y,ISFJ,western dessert,0.0
1530043,tdwQ,m,37,i,5,3,y,ENFJ,western etc korean japanese,1.0
1530104,3ZtG,m,32,b,10,2,y,ENFP,western japanese,0.0
1530126,l16Z,m,37,a,5,3,y,INFJ,korean western dessert japanese,0.0
1530174,foVf,m,33,a,9,4,y,ISFP,western,0.0
1530227,bzTD,m,36,k,6,1,y,ISTP,western chinese korean japanese,0.0
1530290,Q5jV,m,32,k,10,1,y,INFJ,western korean dessert japanese,0.0
1530324,8zSJ,m,38,e,4,1,y,INFP,western dessert japanese,0.0
1530363,b0c4,m,27,k,3,4,y,ENFP,korean,0.0
1530404,bTQK,f,34,b,8,3,y,INFP,korean western chinese etc japanese,0.0
1530482,xJVz,m,37,i,5,2,y,ISFJ,western korean japanese,0.0
1530634,TO1X,f,27,k,3,3,y,INFJ,chinese korean,0.0
1530638,pnFK,m,34,l,8,2,y,ENFP,western chinese korean,0.0
1530752,sYVo,m,29,b,1,2,y,ISFJ,western chinese korean japanese,0.0
1530761,xFBe,f,34,b,8,3,y,ESFP,korean japanese,0.0
1530787,IYIP,f,34,p,8,2,y,ISTJ,western dessert korean,0.0
1530810,JxHc,m,35,c,7,3,y,ISFP,chinese korean,0.0
1530838,nvFN,f,30,j,2,1,y,ISTP,western japanese,0.0
1530867,R8yV,m,32,b,10,3,y,ENFJ,chinese korean japanese,0.0
1530868,B0xC,m,39,d,3,2,y,INFP,korean,0.0
1530883,IUoR,m,35,h,7,3,y,ISFP,western chinese korean,0.0
1530940,g3Q2,f,39,b,3,1,y,ESFJ,western chinese korean japanese,0.0
1531032,AinU,m,30,b,0,2,y,ISFP,chinese japanese,1.0
1531065,oNMk,m,30,f,0,4,y,INFJ,western korean japanese,0.0
1531084,BNqs,m,34,a,8,3,y,ISTP,chinese korean japanese,0.0
1531102,qOUL,m,34,a,8,2,y,INFP,western korean,0.0
1531242,O8QF,m,35,b,7,2,y,ESFP,korean japanese,0.0
1531293,7lFv,f,35,h,7,1,y,ISTJ,korean,0.0
1531342,KQP7,m,36,i,6,1,y,INFP,etc korean japanese,1.0
1531350,sWP6,m,28,a,2,3,y,ENFP,western korean japanese,0.0
1531371,YpH2,m,36,c,6,3,y,ENFP,western japanese,0.0
1531373,WI5M,m,38,h,4,1,y,INFP,western korean japanese,0.0
1531495,kVEz,m,35,b,7,2,y,ENTJ,western dessert japanese,0.0
1531516,kZs1,m,36,g,6,1,y,INFP,western korean,0.0
1531542,bGg5,m,32,j,10,3,y,ESFP,western korean japanese,0.0
1531552,61RC,m,29,b,1,2,y,INFP,western korean japanese,1.0
1531572,Icog,m,38,p,4,2,y,ENFP,japanese,0.0
1531590,UXxG,m,36,b,6,1,y,ISFJ,western etc korean japanese,0.0
1531654,01YI,m,38,b,4,3,y,ENFP,korean japanese,1.0
1531737,rG5Z,f,36,i,6,3,y,INFP,western etc korean,0.0
1531774,RQHg,m,38,i,4,1,y,INFP,chinese korean japanese,0.0
1531862,T6Bw,m,36,b,6,2,y,INTP,western korean japanese,0.0
1531913,gE0J,m,34,h,8,1,y,INFP,western japanese,0.0
1531948,uk1l,m,37,m,5,3,y,INTP,western dessert,0.0
1532054,DO9W,m,39,c,3,1,y,INTP,western korean,0.0
1532069,yAY8,f,35,d,7,3,y,INFJ,western korean japanese,0.0
1532161,eZmy,f,34,b,8,3,y,ENFP,korean japanese,0.0
1532172,dzm9,m,33,i,9,2,y,ISFJ,western etc chinese korean,0.0
1532298,QqZt,f,35,d,7,3,y,ISTP,etc korean japanese,0.0
1532316,5zRY,m,36,j,6,4,y,ISFP,western chinese korean japanese,0.0
1532386,bFOQ,m,26,q,4,4,y,INFJ,dessert korean western chinese etc japanese,0.0
1532399,8TxQ,f,37,f,5,4,y,ISFP,western etc korean japanese,0.0
1532401,YcLj,m,39,b,3,2,y,ENFP,western korean japanese,0.0
1532462,VO7b,m,35,g,7,1,y,INFJ,western chinese korean japanese,1.0
1532536,IOaG,f,37,e,5,3,y,ISFP,chinese,0.0
1532559,1u5Y,m,38,b,4,1,y,ENFP,korean japanese,0.0
1532562,Ls9R,m,38,b,4,4,y,ESTJ,western dessert japanese,0.0
1532595,t3uM,m,37,a,5,3,y,ENFJ,western chinese korean japanese,0.0
1532610,g4QL,f,39,b,3,1,y,ESFP,chinese korean japanese,0.0
1532612,utfH,m,38,j,4,3,y,INFP,korean japanese,0.0
1532738,V8KE,m,35,g,7,1,y,ENTJ,western chinese japanese,0.0
1532884,16pd,m,34,e,8,3,y,ESFP,western korean japanese,0.0
1532916,CmwM,f,38,b,4,1,y,ISFP,western korean japanese,0.0
1532926,NkSk,f,28,p,2,3,y,INFJ,western korean dessert,0.0
1533027,8zhq,f,37,d,5,3,y,ESFP,western chinese korean japanese,0.0
1533035,fgsb,m,32,c,10,1,y,ISFP,western korean japanese,0.0
1533065,EqKK,f,22,l,8,3,y,INFP,korean dessert japanese,0.0
1533095,aaJg,m,30,e,0,4,y,ESFJ,western chinese korean,0.0
1533175,ScyD,m,38,p,4,3,y,ENFP,western korean japanese,0.0
1533209,scqs,m,38,c,4,3,y,INFJ,korean,0.0
1533400,Fw7d,m,34,f,8,1,y,ENFP,korean,0.0
1533433,QIqq,f,32,c,10,3,y,ENTJ,western korean,0.0
1533570,4PxO,m,38,c,4,3,y,INFJ,western etc chinese korean,0.0
1533583,WKqc,m,38,i,4,4,y,ISFP,western korean japanese,0.0
1533595,0CIS,m,39,k,3,2,y,ESFJ,western chinese korean japanese,1.0
1533635,sk7F,f,39,i,3,2,y,INFP,western etc japanese,1.0
1533673,x5FJ,f,33,b,9,4,y,ESFJ,korean,0.0
1533765,RLDL,m,28,a,2,2,y,INFJ,western korean japanese,0.0
1533771,aU3E,m,38,b,4,3,y,INTJ,western korean japanese,0.0
1533776,l6pN,m,35,i,7,4,y,ISFP,western korean japanese,0.0
1533919,HVDl,m,33,b,9,1,y,ISFP,korean japanese,0.0
1533926,3G77,m,32,h,10,3,y,ENTJ,western etc chinese korean,0.0
1533999,J2Wf,m,34,c,8,2,y,ENFJ,western korean japanese,0.0
1534019,ytE1,m,32,l,10,2,y,ISTJ,western korean dessert japanese,0.0
1534168,rPtx,m,34,k,8,4,y,ENFJ,korean japanese,0.0
1534174,kKwd,m,38,a,4,4,y,ISFJ,etc korean,0.0
1534221,9788,m,31,b,11,1,y,ISTP,western korean japanese,0.0
1534224,nuwb,f,37,g,5,1,y,ESFP,western etc korean,0.0
1534301,4wW4,m,38,b,4,1,y,ESFJ,western korean,0.0
1534454,hnxk,m,35,o,7,2,y,INFP,chinese korean japanese,0.0
1534469,G2cS,f,24,n,6,2,y,INFP,western korean dessert,0.0
1534506,18qf,f,33,b,9,1,y,ESFP,western etc korean japanese,0.0
1534575,9wEg,m,39,l,3,4,y,INFP,korean,0.0
1534591,fvxQ,m,36,i,6,3,y,INFP,western dessert japanese,0.0
1534603,Dsjd,m,35,b,7,3,y,ENTJ,western korean japanese,0.0
1534613,SJr0,m,34,o,8,3,y,INTP,western korean japanese,1.0
1534706,T65g,m,34,d,8,1,y,ISFP,western chinese korean japanese,0.0
1534718,tmqz,m,39,g,3,1,y,ISFP,korean,0.0
1534845,eLyd,m,37,j,5,2,y,ESFJ,korean western dessert japanese,0.0
1534918,bUaA,f,38,h,4,3,y,ESFJ,korean,0.0
1534941,vhR3,m,34,h,8,1,y,ENFJ,western korean japanese,0.0
1534988,DXNA,f,37,g,5,3,y,ISTP,chinese korean japanese,1.0
1535015,XdMB,m,39,i,3,4,y,INFJ,dessert chinese korean japanese,0.0
1535032,BGGo,m,39,q,3,3,y,ISFP,western chinese japanese,0.0
1535113,EHt7,m,32,d,10,3,y,INFP,korean,1.0
1535234,b70L,f,38,n,4,1,y,ENFP,western etc korean japanese,0.0
1535307,thYM,m,31,b,11,1,y,INFP,western etc korean japanese,0.0
1535374,nYDz,m,37,e,5,3,y,INFJ,western chinese korean japanese,0.0
1535389,cBfR,m,33,d,9,1,y,ISFJ,western chinese korean japanese,0.0
1535394,EOZL,m,39,k,3,4,y,ISFJ,western chinese korean japanese,0.0
1535431,uigi,m,38,g,4,1,y,ESTJ,dessert korean western chinese japanese,0.0
1535479,8Hdh,m,39,b,3,1,y,INFP,western korean,0.0
1535480,rSRH,m,29,j,1,1,y,INFP,korean dessert japanese,0.0
1535484,kbAW,m,33,i,9,2,y,INFJ,western,1.0
1535490,UHs5,f,38,b,4,3,y,ISFP,western korean dessert japanese,1.0
1535512,iUxV,m,29,n,1,3,y,INFJ,korean,1.0
1535515,5pkU,m,33,b,9,3,y,ESFP,korean japanese,0.0
1535541,6UVw,m,32,i,10,1,y,ENFJ,western korean japanese,0.0
1535582,ZIzI,m,34,j,8,2,y,INFP,western etc korean japanese,0.0
1535674,nDDb,m,35,b,7,3,y,ISTJ,dessert korean western etc japanese,0.0
1535735,6OPh,m,34,l,8,2,y,INFJ,western korean,1.0
1535924,6b7l,m,38,i,4,1,y,INTJ,western korean japanese,0.0
1536206,7e3z,m,30,b,0,4,y,ESFP,western korean japanese,0.0
1536257,9Zb7,m,39,p,3,3,y,ESFP,korean japanese,0.0
1536293,LdiN,m,37,i,5,2,y,INFP,western chinese japanese,0.0
1536357,10DC,m,36,b,6,2,y,ISFP,western chinese japanese,0.0
1536450,5DZe,m,37,d,5,1,y,ENFJ,western chinese korean japanese,0.0
1536580,ifTM,m,28,b,2,2,y,ENFJ,western chinese dessert japanese,0.0
1536655,89TO,m,36,i,6,1,y,INFJ,western etc chinese korean,0.0
1536840,iNrY,m,35,b,7,3,y,ISTJ,western chinese korean japanese,0.0
1536950,KNcp,m,35,c,7,1,y,INFJ,western korean japanese,0.0
1537037,kPYy,m,33,l,9,2,y,ESFJ,western korean japanese,0.0
1537129,xilj,m,38,b,4,4,y,ISFP,korean,1.0
1537222,bxmh,m,34,p,8,1,y,INFJ,western korean japanese,0.0
1537244,lgyE,m,37,h,5,3,y,INFJ,western chinese japanese,0.0
1537360,nlwV,f,39,i,3,3,y,ISFJ,western,0.0
1537382,5rn1,f,34,h,8,3,y,INTP,dessert korean western chinese japanese,0.0
1537479,nK2b,m,22,i,8,1,y,ESFP,western korean japanese,1.0
1537505,n0xT,m,37,c,5,2,y,ESFP,western korean japanese,0.0
1537508,x1nD,f,38,f,4,3,y,ESFP,western japanese,0.0
1537515,kuMi,m,36,b,6,2,y,ENTJ,western chinese japanese,0.0
1537577,eTYr,m,34,b,8,2,y,INFJ,western korean japanese,0.0
1537666,85dP,m,38,z,4,2,y,INFJ,western korean japanese,0.0
1537683,Xn3L,m,37,b,5,1,y,ISTP,chinese korean japanese,1.0
1537977,En61,f,35,h,7,3,y,ISFP,etc korean japanese,0.0
1538014,5p5w,f,39,h,3,1,y,ISFP,western chinese korean japanese,0.0
1538081,H6mI,m,39,k,3,3,y,ISFP,western etc korean japanese,0.0
1538211,2G5H,m,28,c,2,1,y,INFP,chinese korean japanese,0.0
1538398,Gkw2,m,37,d,5,4,y,ISFP,western korean japanese,0.0
1538411,cJsQ,m,34,b,8,4,y,ISFJ,western etc korean japanese,0.0
1538503,QlJI,m,39,k,3,2,y,ISFJ,western etc korean,0.0
1538545,BOw5,m,39,b,3,3,y,ENFP,western korean,0.0
1538575,1AGf,m,35,i,7,1,y,INFP,korean western chinese etc japanese,0.0
1538623,9nAR,f,39,h,3,1,y,ESTP,western etc korean japanese,0.0
1538648,XHvm,f,38,i,4,3,y,INFP,dessert korean western etc japanese,0.0
1538715,tKuy,f,23,n,7,2,y,ENTJ,western,1.0
1538772,jOHI,m,29,b,1,3,y,INFP,western etc korean japanese,0.0
1538839,60o1,f,37,g,5,2,y,ENTP,western chinese dessert,0.0
1538927,3W39,m,23,i,7,3,y,INTJ,western chinese korean,0.0
1539124,Gbp2,m,29,b,1,2,y,INFP,western korean japanese,0.0
1539128,mt6z,f,33,o,9,1,y,ENFP,western korean japanese,0.0
1539184,GEke,m,31,f,11,4,y,ESFJ,western korean japanese,0.0
1539209,dlBs,f,34,b,8,2,y,ISFJ,western japanese,0.0
1539277,3rVX,m,37,i,5,3,y,ISFP,korean japanese,0.0
1539279,Pkxr,m,35,p,7,1,y,ISFP,korean japanese,0.0
1539446,jJpq,m,38,b,4,3,y,ENFJ,dessert korean western chinese etc,0.0
1539560,GIpe,f,32,i,10,2,y,ESFJ,korean japanese,1.0
1539626,PCX8,f,31,h,11,3,y,ESTJ,western chinese korean,0.0
1539657,kGqu,f,30,g,0,3,y,INFJ,western japanese,0.0
1539734,hSiq,m,37,b,5,1,y,INFJ,korean japanese,0.0
1539741,873E,m,36,c,6,2,y,ISFP,chinese korean japanese,0.0
1539758,alPB,m,34,b,8,1,y,INTP,western korean,0.0
1539814,HO5r,m,35,i,7,1,y,INFP,western korean japanese,0.0
1539832,GKVh,m,36,o,6,3,y,ENFJ,japanese,0.0
1539847,OSBi,m,33,f,9,3,y,ENFP,western dessert japanese,1.0
1539920,hkbS,f,39,f,3,2,y,ENTJ,western korean japanese,0.0
1539940,6Kgj,m,34,b,8,3,y,ENTP,chinese korean,0.0
1540060,8aBx,m,37,l,5,4,y,ISFP,western korean japanese,0.0
1540160,decW,m,39,d,3,2,y,INFP,western,0.0
